id,manufacturer,model,transmission,color,odometer,year,engineFuel,engineType,engineCapacity,bodyType,drivetrain,photos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
17004,Honda,Civic,mechanical,green,196000,1998,diesel,diesel,2,hatchback,front,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17005,Honda,Accord,automatic,blue,276000,2003,gasoline,gasoline,2.4,sedan,front,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
17006,Hyundai,i30,mechanical,black,107000,2009,gasoline,gasoline,1.4,hatchback,front,10,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17007,Toyota,Camry,automatic,black,112300,2015,gasoline,gasoline,2.5,sedan,front,12,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
17008,Opel,Astra,mechanical,violet,215000,1995,gasoline,gasoline,1.6,hatchback,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17009,Renault,Scenic,mechanical,silver,145000,2003,gasoline,gasoline,1.6,hatchback,front,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
17010,Audi,100,mechanical,black,330000,1987,gasoline,gasoline,2.2,universal,front,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17011,Mitsubishi,Lancer,mechanical,other,153000,2007,gasoline,gasoline,1.5,sedan,front,8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
17012,Citroen,Nemo,mechanical,white,290000,2008,diesel,diesel,1.4,pickup,front,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17013,Citroen,C1,mechanical,black,77811,2008,gasoline,gasoline,1,hatchback,front,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17014,Toyota,Corolla,mechanical,other,235000,1999,gasoline,gasoline,1.4,liftback,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17015,Kia,Cerato,automatic,black,118000,2015,gasoline,gasoline,1.6,sedan,front,16,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
17016,Opel,Combo,mechanical,white,184000,2010,diesel,diesel,1.4,universal,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17017,Lancia,Phedra,mechanical,blue,225000,2003,diesel,diesel,2.2,minivan,front,11,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17018,BMW,318,mechanical,black,333333,1998,diesel,diesel,1.8,universal,rear,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17019,BMW,X6,automatic,black,52000,2015,gasoline,gasoline,3,suv,all,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17020,Hyundai,Tucson,mechanical,silver,200000,2008,gasoline,gasoline,2,suv,all,11,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17021,Opel,Sintra,mechanical,blue,380000,1997,gasoline,gasoline,2.2,minivan,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17022,Peugeot,307,mechanical,grey,250000,2005,gasoline,gasoline,2,universal,front,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17023,Kia,Magentis,mechanical,silver,245000,2006,diesel,diesel,2,sedan,front,7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
17024,Ford,Focus,automatic,green,250000,2001,gasoline,gasoline,2,universal,front,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17025,BMW,540,automatic,black,299000,2000,gasoline,gasoline,4.4,sedan,rear,28,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
17026,Audi,A6,automatic,grey,200000,2008,gasoline,gasoline,2,universal,front,10,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
17027,Mitsubishi,Outlander,mechanical,silver,218000,2006,gasoline,gasoline,2,suv,all,6,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
17028,Skoda,Octavia,mechanical,grey,270000,2006,gasoline,gasoline,1.6,hatchback,front,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17029,Daewoo,Nexia,mechanical,blue,233434,1997,gasoline,gasoline,1.5,hatchback,front,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17030,Audi,Q7,automatic,grey,200020,2006,gasoline,gasoline,4.2,suv,all,13,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17031,BMW,523,automatic,blue,305000,1999,gasoline,gasoline,2.5,universal,rear,17,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
17032,Volkswagen,Golf,mechanical,red,250000,1988,gasoline,gasoline,1.6,hatchback,front,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17033,Volkswagen,Passat CC,automatic,brown,200000,2010,gasoline,gasoline,2,sedan,front,7,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17034,Toyota,Tacoma,automatic,black,246230,2012,gasoline,gasoline,4,pickup,all,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
17035,Toyota,Matrix,automatic,grey,289682,2002,gasoline,gasoline,1.8,hatchback,all,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17036,Nissan,Primera,mechanical,grey,285000,1997,gasoline,gasoline,1.6,sedan,front,12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17037,Nissan,Primera,mechanical,silver,500000,2000,gasoline,gasoline,1.8,universal,front,14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17038,Mercedes-Benz,A140,mechanical,green,100000,2000,gasoline,gasoline,1.4,minivan,front,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17039,Dodge,Grand Caravan,automatic,silver,395000,2002,gasoline,gasoline,3.3,minivan,front,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17040,Honda,FR-V,mechanical,black,250000,2006,diesel,diesel,2.2,minivan,front,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17041,Mazda,6,mechanical,black,350000,2005,gasoline,gasoline,2,sedan,front,8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
17042,Audi,Coupe,mechanical,silver,250,1985,gasoline,gasoline,1.8,coupe,front,45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17043,BMW,530,mechanical,blue,350000,2001,diesel,diesel,3,sedan,rear,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
17044,Ford,Mondeo,mechanical,black,400000,2003,diesel,diesel,2,universal,front,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17045,Mitsubishi,Carisma,mechanical,blue,400000,2000,diesel,diesel,1.9,hatchback,front,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17046,Toyota,Yaris,automatic,silver,217000,2001,gasoline,gasoline,1.3,hatchback,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
17047,BMW,520,mechanical,black,416000,2000,gasoline,gasoline,2.2,sedan,rear,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
17048,Mazda,626,mechanical,blue,243000,1998,gasoline,gasoline,1.8,universal,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17049,BMW,525,mechanical,black,256978,1988,diesel,diesel,2.5,sedan,rear,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17050,Chrysler,Voyager,mechanical,grey,348600,1999,gasoline,gasoline,2,minivan,front,12,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17051,Volkswagen,Passat,mechanical,blue,221000,1999,gasoline,gasoline,1.6,universal,front,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
17052,Ford,Focus,mechanical,violet,180000,2010,diesel,diesel,1.8,hatchback,front,11,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
17053,Audi,A4,automatic,black,218000,2004,gasoline,gasoline,1.8,sedan,front,10,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
17054,Audi,A5,automatic,red,116000,2010,gasoline,gasoline,1.8,coupe,front,9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
17055,Renault,Laguna,automatic,other,311000,1997,gasoline,gasoline,2,hatchback,front,5,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
17056,Audi,80,mechanical,green,622641,1990,gasoline,gasoline,1.6,sedan,front,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17057,Mitsubishi,Lancer,automatic,silver,270000,2008,gasoline,gasoline,1.8,sedan,front,10,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
17058,BMW,X5,automatic,white,260000,2008,diesel,diesel,3,suv,all,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17059,BMW,520,mechanical,black,350888,1995,gasoline,gasoline,2,sedan,rear,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17060,Citroen,Evasion,mechanical,silver,500000,1998,diesel,diesel,1.9,minivan,front,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17061,Volkswagen,Touran,automatic,silver,204000,2013,diesel,diesel,1.6,minivan,front,15,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17062,BMW,X1,automatic,brown,181000,2012,gasoline,gasoline,2,suv,rear,24,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
17063,Kia,Cee'd,mechanical,black,159000,2013,diesel,diesel,1.6,universal,front,13,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
17064,Opel,Agila,mechanical,white,300000,2004,gasoline,gasoline,1,minivan,front,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17065,Opel,Zafira,mechanical,grey,291078,2004,diesel,diesel,2,minivan,front,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17066,Peugeot,J5,mechanical,black,350000,1993,diesel,diesel,2.5,van,front,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17067,Rover,75,automatic,other,400000,2000,gasoline,gasoline,2.5,sedan,front,5,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
17068,Volkswagen,Passat,automatic,black,238000,2006,diesel,diesel,2,universal,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
17069,Audi,A4,mechanical,grey,270000,2003,gasoline,gasoline,1.8,sedan,front,6,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
17070,Mercedes-Benz,190,mechanical,red,350000,1985,gasoline,gasoline,2,sedan,rear,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17071,Nissan,Sentra,mechanical,black,95000,2015,gasoline,gasoline,1.6,sedan,front,12,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
17072,Hyundai,Accent,automatic,silver,200000,1998,gasoline,gasoline,1.6,hatchback,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17073,Peugeot,406,mechanical,red,276899,2000,gasoline,gasoline,1.8,sedan,front,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17074,Nissan,Qashqai,automatic,black,110000,2008,gasoline,gasoline,2,suv,front,9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
17075,Nissan,Almera,mechanical,black,225000,2006,gasoline,gasoline,1.6,sedan,front,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17076,Mazda,626,mechanical,silver,350000,1991,gasoline,gasoline,2.2,hatchback,front,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17077,Volkswagen,Passat,mechanical,black,220000,2008,diesel,diesel,1.9,sedan,front,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17078,Opel,Omega,mechanical,blue,388596,1988,diesel,diesel,2.3,sedan,front,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17079,Opel,Vectra,mechanical,white,311000,1996,gasoline,gasoline,2,hatchback,front,9,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
17080,Audi,A4,automatic,black,206000,2008,diesel,diesel,2,sedan,front,8,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
17081,Mitsubishi,Outlander,automatic,grey,197000,2007,gasoline,gasoline,2.4,suv,all,11,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
17082,Mitsubishi,Space Star,mechanical,green,375000,2001,gasoline,gasoline,1.3,minivan,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17083,Citroen,C5,automatic,white,124000,2010,gasoline,gasoline,1.6,sedan,front,18,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
17084,Citroen,Berlingo,mechanical,white,339500,2007,diesel,diesel,1.6,van,front,13,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
17085,Porsche,Cayenne,automatic,silver,182000,2010,hybrid-petrol,gasoline,3,suv,all,26,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17086,Peugeot,308,automatic,silver,200000,2008,gasoline,gasoline,1.6,hatchback,front,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17087,Mazda,323,mechanical,silver,290000,2001,diesel,diesel,2,hatchback,front,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17088,Citroen,Berlingo,mechanical,yellow,354593,2002,diesel,diesel,1.9,van,front,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17089,Mitsubishi,Carisma,mechanical,silver,500000,1997,diesel,diesel,1.9,hatchback,front,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17090,Honda,Civic,automatic,black,220000,2008,gasoline,gasoline,1.8,sedan,front,4,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
17091,Chrysler,Voyager,mechanical,black,370,2003,diesel,diesel,2.5,minivan,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17092,Audi,A4,mechanical,grey,400000,2002,diesel,diesel,1.9,universal,front,5,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
17093,BMW,530,automatic,silver,300000,2002,diesel,diesel,3,universal,rear,19,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
17094,Dodge,Stratus,automatic,red,175418,2003,gasoline,gasoline,2.4,coupe,front,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17095,Mitsubishi,Carisma,mechanical,blue,366511,1998,gasoline,gasoline,1.8,sedan,front,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17096,Opel,Omega,automatic,black,330000,1998,gasoline,gasoline,2,sedan,rear,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17097,Nissan,Juke,automatic,grey,74000,2011,gasoline,gasoline,1.6,suv,all,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17098,Mercedes-Benz,ML400,automatic,blue,275000,2002,diesel,diesel,4,suv,all,9,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
17099,Opel,Vectra,mechanical,silver,340000,2001,diesel,diesel,2,sedan,front,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17100,BMW,520,automatic,silver,243000,2001,gasoline,gasoline,2.2,sedan,rear,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
17101,BMW,520,mechanical,black,485000,1997,gasoline,gasoline,2,universal,rear,17,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
17102,Kia,Rio,mechanical,silver,237000,2003,gasoline,gasoline,1.3,universal,front,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17103,BMW,315,automatic,black,124500,2010,gasoline,gasoline,3,sedan,all,17,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
17104,Citroen,Xantia,mechanical,black,310000,1998,gasoline,gasoline,1.8,hatchback,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17105,Audi,100,mechanical,green,300000,1986,gasoline,gasoline,1.8,universal,front,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17106,Volkswagen,Touran,mechanical,silver,240000,2008,diesel,diesel,1.9,minivan,front,7,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17107,Nissan,Almera,mechanical,red,280000,2000,gasoline,gasoline,1.5,sedan,front,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17108,Toyota,RAV4,automatic,silver,161000,2006,gasoline,gasoline,2.4,suv,front,6,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17109,Volkswagen,Crafter,mechanical,white,198000,2015,diesel,diesel,2,minibus,rear,19,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
17110,Volkswagen,Polo Sedan,mechanical,black,64500,2016,gasoline,gasoline,1.6,sedan,front,10,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
17111,Ford,Tourneo,mechanical,grey,493000,2007,diesel,diesel,2.2,minibus,front,15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17112,Kia,Sorento,mechanical,silver,317000,2003,diesel,diesel,2.5,suv,all,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17113,Honda,Pilot,automatic,black,188100,2012,gasoline,gasoline,3.5,suv,all,19,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
17114,Audi,A3,mechanical,blue,260000,1999,gasoline,gasoline,1.6,hatchback,front,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17115,Toyota,RAV4,mechanical,silver,168000,2006,gasoline,gasoline,2,suv,all,9,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
17116,Seat,Leon,mechanical,blue,190000,2002,gasoline,gasoline,1.6,hatchback,front,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17117,Lincoln,Town Car,automatic,white,183245,2003,gasoline,gasoline,4.6,limousine,front,17,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
17118,Opel,Astra,mechanical,green,147000,1998,gasoline,gasoline,1.2,hatchback,front,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17119,Mazda,6,automatic,grey,270000,2003,gasoline,gasoline,2,sedan,front,9,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
17120,Renault,Megane,mechanical,blue,55555,1996,gasoline,gasoline,1.6,hatchback,front,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17121,Kia,Clarus,mechanical,other,235000,1997,gasoline,gasoline,2,sedan,front,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17122,Citroen,C4,mechanical,grey,144000,2013,gasoline,gasoline,1.6,sedan,front,9,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
17123,Audi,A6 Allroad,automatic,grey,300000,2004,diesel,diesel,2.5,universal,all,15,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
17124,Renault,Laguna,mechanical,silver,399963,1997,gasoline,gasoline,1.8,universal,front,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17125,Skoda,Rapid,mechanical,red,90000,2013,gasoline,gasoline,1.6,liftback,front,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17126,Toyota,Land Cruiser,automatic,white,147000,2010,diesel,diesel,3,suv,all,21,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17127,Citroen,C4,automatic,black,134000,2009,gasoline,gasoline,1.6,hatchback,front,13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
17128,Citroen,C3,mechanical,silver,80000,2010,gasoline,gasoline,1.1,hatchback,front,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17129,Peugeot,207,mechanical,black,215000,2007,gasoline,gasoline,1.6,universal,front,16,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17130,Ford,Mondeo,mechanical,other,120000,2015,diesel,diesel,1.5,universal,front,19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17131,Honda,CR-V,automatic,black,233355,2007,gasoline,gasoline,2.4,suv,front,15,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17132,Chevrolet,Aveo,mechanical,blue,230000,2007,gasoline,gasoline,1.2,sedan,front,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17133,Chrysler,PT Cruiser,mechanical,silver,320000,2002,diesel,diesel,2.2,hatchback,front,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17134,Opel,Astra,mechanical,grey,238000,2006,gasoline,gasoline,1.6,hatchback,front,14,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
17135,Toyota,Corolla Verso,mechanical,silver,330000,2002,gasoline,gasoline,1.6,minivan,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17136,Hyundai,Solaris,mechanical,red,122000,2012,gasoline,gasoline,1.6,sedan,front,7,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
17137,Peugeot,206,mechanical,blue,227000,2002,gasoline,gasoline,1.1,hatchback,front,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17138,Nissan,Juke,automatic,white,85000,2013,gasoline,gasoline,1.6,hatchback,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
17139,Chrysler,Neon,automatic,silver,300000,1999,gasoline,gasoline,2,sedan,front,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17140,Kia,Sportage,mechanical,silver,111000,2011,gasoline,gasoline,2,suv,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17141,Renault,Scenic,mechanical,other,190000,2009,diesel,diesel,1.5,hatchback,front,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
17142,Citroen,ZX,mechanical,blue,999999,1991,gasoline,gasoline,1.4,hatchback,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17143,Nissan,Altima,automatic,silver,283245,2004,gasoline,gasoline,2.5,sedan,front,10,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
17144,Suzuki,SX4,automatic,black,52000,2014,gasoline,gasoline,1.6,hatchback,all,6,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17145,Chevrolet,Equinox,automatic,silver,340000,2009,gasoline,gasoline,2.4,suv,front,12,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
17146,Renault,Grand Espace,mechanical,green,275000,1999,gasoline,gasoline,2,minivan,front,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17147,Mercedes-Benz,Sprinter,mechanical,white,220002,1999,diesel,diesel,2.9,van,rear,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
